date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,result
2026-04-27,Espanol,Levante,0,0,0.853225,1.38559,D
2026-05-01,Girona,Mallorca,0,1,1.77655,1.30537,A
2026-05-02,Villarreal,Levante,5,1,2.47953,0.801231,H
2026-05-02,Valencia,Ath Madrid,0,2,0.778471,1.80568,A
2026-05-02,Alaves,Ath Bilbao,2,4,0.613172,0.895921,A
2026-05-02,Osasuna,Barcelona,1,2,1.28813,1.56763,A
2026-05-03,Celta,Elche,3,1,1.4443,1.64767,H
2026-05-03,Getafe,Vallecano,0,2,1.35219,0.954171,A
2026-05-03,Betis,Oviedo,3,0,1.86882,1.14971,H
2026-05-03,Espanol,Real Madrid,0,2,1.09007,1.5023,A
2026-05-04,Sevilla,Sociedad,1,0,1.32018,0.166837,H
2026-05-08,Levante,Osasuna,3,2,3.53052,0.500111,H
2026-05-09,Elche,Alaves,1,1,2.08849,2.45633,D
2026-05-09,Sevilla,Espanol,2,1,1.41747,0.402373,H
2026-05-09,Ath Madrid,Celta,0,1,2.78506,0.292392,A
2026-05-09,Sociedad,Betis,2,2,2.66557,1.78903,D
2026-05-10,Mallorca,Villarreal,1,1,1.54058,0.9943,D
2026-05-10,Ath Bilbao,Valencia,0,1,0.935199,1.49759,A
2026-05-10,Oviedo,Getafe,0,0,0.570226,1.40609,D
2026-05-10,Barcelona,Real Madrid,2,0,1.72002,0.562101,H
2026-05-11,Vallecano,Girona,1,1,1.79488,1.12895,D
2026-05-12,Celta,Levante,2,3,1.92053,1.52943,A
2026-05-12,Betis,Elche,2,1,1.97559,0.342743,H
2026-05-12,Osasuna,Ath Madrid,1,2,2.41049,1.8226,A
2026-05-13,Espanol,Ath Bilbao,2,0,0.8471,0.886467,H
2026-05-13,Villarreal,Sevilla,2,3,0.952333,0.917489,A
2026-05-13,Alaves,Barcelona,1,0,0.95347,0.356356,H
2026-05-13,Getafe,Mallorca,3,1,1.82108,0.412059,H
2026-05-14,Valencia,Vallecano,1,1,0.938336,1.53041,D
2026-05-14,Girona,Sociedad,1,1,2.68586,0.553216,D
2026-05-14,Real Madrid,Oviedo,2,0,1.74088,1.18679,H
2026-05-17,Ath Bilbao,Celta,1,1,2.90368,0.307867,D
2026-05-17,Barcelona,Betis,3,1,1.59946,0.985477,H
2026-05-17,Ath Madrid,Girona,1,0,2.70772,2.0015,H
2026-05-17,Sociedad,Valencia,3,4,1.30267,1.99329,A
2026-05-17,Oviedo,Alaves,0,1,0.631265,1.28286,A
2026-05-17,Osasuna,Espanol,1,2,1.81152,0.947142,A
2026-05-17,Sevilla,Real Madrid,0,1,0.683481,1.47378,A
2026-05-17,Levante,Mallorca,2,0,2.43681,0.438978,H
2026-05-17,Vallecano,Villarreal,2,0,1.92496,0.654975,H
2026-05-17,Elche,Getafe,1,0,0.691836,0.0944069,H
2026-05-23,Alaves,Vallecano,1,2,1.72468,1.64691,A
2026-05-23,Betis,Levante,2,1,1.8664,2.36717,H
2026-05-23,Celta,Sevilla,1,0,1.61801,0.755735,H
2026-05-23,Espanol,Sociedad,1,1,2.14307,1.23238,D
2026-05-23,Real Madrid,Ath Bilbao,4,2,1.95397,1.4543,H
2026-05-23,Valencia,Barcelona,3,1,1.83367,1.29336,H
2026-05-23,Girona,Elche,1,1,0.668034,0.495408,D
2026-05-23,Getafe,Osasuna,1,0,0.264137,0.800038,H
2026-05-23,Mallorca,Oviedo,3,0,3.50774,0.243154,H
2026-05-24,Villarreal,Ath Madrid,5,1,2.80441,1.58431,H
